Address,Area,Dorms,Baths,Parking Slots,Condominio,IPTU,Price
"Rua das Laranjeiras, Laranjeiras","
        71 - 201 m²
        ","
        2 - 4 
        ","
        1 
        ",NULL,NULL,NULL,"
    Sob consulta
  "
"Rua Pereira da Silva, Laranjeiras","
        73 - 124 m²
        ","
        2 - 3 
        ","
        3 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 960.000
    /venda"
"Rua Voluntários da Pátria, Botafogo","
        113 - 116 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",NULL,NULL,"
    R$ 1.665.000
    /venda"
"Rua Cruz Lima, Flamengo","
        210 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.972,R$ 5.000,"
    R$ 870.000
    /venda"
"Rua Cruz Lima, Flamengo","
        79 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 1.000,R$ 214,"
    R$ 890.000
    /venda"
"Rua Cruz Lima, Flamengo","
        75 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.000,NULL,"
    R$ 898.000
    /venda"
"Rua Cruz Lima, Flamengo","
        79 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 1.000,R$ 2.148,"
    R$ 890.000
    /venda"
"Rua Cruz Lima, Flamengo","
        79 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 1.000,R$ 214,"
    R$ 890.000
    /venda"
"Rua Cruz Lima, Flamengo","
        79 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 1.000,R$ 214,"
    R$ 890.000
    /venda"
"Rua Cruz Lima, Flamengo","
        140 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 1.988,R$ 403,"
    R$ 1.700.000
    /venda"
"Rua Cruz Lima, Flamengo","
        79 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 1.000,R$ 214,"
    R$ 890.000
    /venda"
"Rua Cruz Lima, Flamengo","
        150 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 1.500,R$ 402,"
    R$ 1.580.000
    /venda"
"Rua Cruz Lima, Flamengo","
        153 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.529,NULL,"
    R$ 1.490.000
    /venda"
"Rua Cruz Lima, Flamengo","
        153 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.528,R$ 350,"
    R$ 1.450.000
    /venda"
"Rua Cruz Lima, Flamengo","
        210 m²
        ","
        3 
        ","
        4 
        ",NULL,NULL,NULL,"
    R$ 1.750.000
    /venda"
"Rua Cruz Lima, Flamengo","
        210 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.972,R$ 5.000,"
    R$ 1.750.000
    /venda"
"Rua Cruz Lima, Flamengo","
        94 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.390,R$ 227,"
    R$ 890.000
    /venda"
"Rua Cruz Lima, Flamengo","
        94 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.390,R$ 233,"
    R$ 890.000
    /venda"
"Rua Cruz Lima, Flamengo","
        115 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.359,R$ 277,"
    R$ 1.170.000
    /venda"
"Flamengo, Rio de Janeiro","
        80 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 657,R$ 2.140,"
    R$ 890.000
    /venda"
"Rua Cruz Lima, Flamengo","
        150 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 1.500,R$ 402,"
    R$ 1.580.000
    /venda"
"Rua Cruz Lima, Flamengo","
        115 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.490,R$ 2.500,"
    R$ 1.230.000
    /venda"
"Rua Cruz Lima, Flamengo","
        104 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.467,R$ 255,"
    R$ 1.050.000
    /venda"
"Rua Cruz Lima, Flamengo","
        150 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 1.900,R$ 354,"
    R$ 1.690.000
    /venda"
"Rua Urbano Santos, Urca","
        163 - 165 m²
        ","
        3 
        ","
        3 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 1.855.000
    /venda"
"Avenida Lauro Sodré, Botafogo","
        72 - 339 m²
        ","
        2 - 4 
        ","
        1 - 2 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Avenida Lauro Sodré, Botafogo","
        72 m²
        ","
        2 - 3 
        ","
        1 - 3 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 1.204.900
    /venda"
"Flamengo, Rio de Janeiro","
        180 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.865,R$ 448,"
    R$ 1.100.000
    /venda"
"Rua Cruz Lima, Flamengo","
        210 m²
        ","
        3 
        ","
        4 
        ",NULL,R$ 1.950,R$ 5.150,"
    R$ 1.800.000
    /venda"
"Rua Cruz Lima, Flamengo","
        180 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.972,R$ 388,"
    R$ 1.100.000
    /venda"
"Rua Cruz Lima, Flamengo","
        135 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.450,NULL,"
    R$ 1.150.000
    /venda"
"Flamengo, Rio de Janeiro","
        180 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.971,R$ 400,"
    R$ 1.100.000
    /venda"
"Rua Cruz Lima, Flamengo","
        200 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 2.045,R$ 4.586,"
    R$ 2.000.000
    /venda"
"Rua Cruz Lima, Flamengo","
        145 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.988,R$ 402,"
    R$ 1.680.000
    /venda"
"Rua Cruz Lima, Flamengo","
        80 m²
        ","
        2 
        ","
        2 
        ",NULL,R$ 1.100,R$ 168,"
    R$ 900.000
    /venda"
"Rua Cruz Lima, Flamengo","
        60 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 2.000,R$ 2.500,"
    R$ 630.000
    /venda"
"Rua Cruz Lima, Flamengo","
        52 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 1.667,R$ 2.368,"
    R$ 500.000
    /venda"
"Rua Cruz Lima, Flamengo","
        130 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",NULL,NULL,"
    R$ 1.500.000
    /venda"
"Rua Cruz Lima, Flamengo","
        220 m²
        ","
        4 
        ","
        4 
        ","
        1 
        ",R$ 2.100,R$ 4.800,"
    R$ 2.240.000
    /venda"
"Rua Cruz Lima, Flamengo","
        150 m²
        ","
        4 
        ","
        2 
        ","
        1 
        ",R$ 1.555,R$ 2.890,"
    R$ 1.675.000
    /venda"
"Rua Cruz Lima, Flamengo","
        180 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.972,R$ 4.483,"
    R$ 1.100.000
    /venda"
"Rua Cruz Lima, Laranjeiras","
        62 m²
        ","
        2 
        ","
        2 
        ","
        1 
        ",R$ 1.340,R$ 1.547,"
    R$ 880.000
    /venda"
"Rua Cruz Lima, Flamengo","
        138 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.734,R$ 2.600,"
    R$ 1.150.000
    /venda"
"Rua Cruz Lima, Flamengo","
        180 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.970,R$ 4.314,"
    R$ 1.100.000
    /venda"
"Rua Cruz Lima, Flamengo","
        200 m²
        ","
        4 
        ","
        5 
        ","
        1 
        ",R$ 1.900,R$ 4.930,"
    R$ 2.000.000
    /venda"
"Rua Cruz Lima, Flamengo","
        153 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.528,R$ 3.430,"
    R$ 1.490.000
    /venda"
"Rua Cruz Lima, Flamengo","
        180 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.865,R$ 448,"
    R$ 1.100.000
    /venda"
"Rua Cruz Lima, Flamengo","
        70 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 980,R$ 1.500,"
    R$ 920.000
    /venda"
"Rua Dona Mariana, Botafogo","
        109 - 209 m²
        ","
        3 - 4 
        ","
        2 - 4 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Sorocaba, Botafogo","
        101 - 129 m²
        ","
        3 
        ","
        3 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 1.194.000
    /venda"
"Rua São Clemente, Botafogo","
        244 m²
        ","
        2 - 4 
        ","
        2 - 4 
        ","
        1 - 3 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Cruz Lima, Flamengo","
        138 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.700,R$ 3.111,"
    R$ 1.250.000
    /venda"
"Rua Cruz Lima, Flamengo","
        65 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 2.055,NULL,"
    R$ 630.000
    /venda"
"Flamengo, Rio de Janeiro","
        115 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.350,R$ 2.321,"
    R$ 1.150.000
    /venda"
"Rua Cruz Lima, Flamengo","
        180 m²
        ","
        3 
        ","
        3 
        ",NULL,R$ 1.800,R$ 4.400,"
    R$ 1.100.000
    /venda"
"Flamengo, Rio de Janeiro","
        180 m²
        ","
        3 
        ","
        2 
        ",NULL,R$ 1.675,R$ 4.035,"
    R$ 1.100.000
    /venda"
"Rua Cruz Lima, Flamengo","
        115 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.340,R$ 2.660,"
    R$ 1.300.000
    /venda"
"Rua Cruz Lima, Flamengo","
        51 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 1.650,R$ 2.547,"
    R$ 630.000
    /venda"
"Rua Cruz Lima, Flamengo","
        145 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.500,R$ 350,"
    R$ 1.790.000
    /venda"
"Rua Cruz Lima, Flamengo","
        138 m²
        ","
        3 
        ","
        2 
        ","
        1 
        ",R$ 1.700,R$ 2.013,"
    R$ 1.150.000
    /venda"
"Rua Cruz Lima, Flamengo","
        130 m²
        ","
        2 
        ","
        3 
        ","
        1 
        ",R$ 1.700,R$ 180,"
    R$ 1.500.000
    /venda"
"Rua Cruz Lima, Flamengo","
        64 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 2.055,R$ 224,"
    R$ 600.000
    /venda"
"Rua Cruz Lima, Flamengo","
        117 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.320,R$ 2.321,"
    R$ 1.300.000
    /venda"
"Rua Cruz Lima, Flamengo","
        145 m²
        ","
        4 
        ","
        3 
        ","
        1 
        ",R$ 1.960,R$ 4.000,"
    R$ 1.890.000
    /venda"
"Rua Cruz Lima, Flamengo","
        115 m²
        ","
        3 
        ","
        3 
        ","
        1 
        ",R$ 1.350,R$ 2.769,"
    R$ 1.300.000
    /venda"
"Rua Cruz Lima, Flamengo","
        64 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 2.158,R$ 1.500,"
    R$ 900.000
    /venda"
"Rua Cruz Lima, Flamengo","
        52 m²
        ","
        1 
        ","
        2 
        ","
        1 
        ",R$ 1.650,R$ 233,"
    R$ 610.000
    /venda"
"Rua Cruz Lima, Flamengo","
        52 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 1.667,R$ 2.368,"
    R$ 680.000
    /venda"
"Rua Cruz Lima, Flamengo","
        64 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 2.228,R$ 281,"
    R$ 600.000
    /venda"
"Rua Cruz Lima, Flamengo","
        64 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 2.160,R$ 282,"
    R$ 899.000
    /venda"
"Rua Cruz Lima, Flamengo","
        64 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 2.059,R$ 308,"
    R$ 630.000
    /venda"
"Rua Cruz Lima, Flamengo","
        64 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 2.157,R$ 2.621,"
    R$ 780.000
    /venda"
"Rua Henrique de Novais, Botafogo","
        78 - 113 m²
        ","
        3 
        ","
        3 
        ","
        1 - 2 
        ",NULL,NULL,"
    Sob consulta
  "
"Rua Real Grandeza, Botafogo","
        66 m²
        ","
        2 - 3 
        ","
        1 
        ","
        1 - 2 
        ",NULL,NULL,"
    R$ 1.012.000
    /venda"
"Rua das Marrecas, Centro","
        32 - 66 m²
        ","
        1 
        ","
        1 
        ",NULL,NULL,NULL,"
    Sob consulta
  "
"Rua Cruz Lima, Flamengo","
        64 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 2.157,R$ 2.621,"
    R$ 780.000
    /venda"
"Flamengo, Rio de Janeiro","
        64 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 2.228,R$ 281,"
    R$ 600.000
    /venda"
"Flamengo, Rio de Janeiro","
        64 m²
        ","
        2 
        ","
        1 
        ","
        1 
        ",R$ 2.059,R$ 308,"
    R$ 630.000
    /venda"
"Flamengo, Rio de Janeiro","
        50 m²
        ","
        1 
        ","
        1 
        ","
        1 
        ",R$ 1.750,R$ 250,"
    R$ 650.000
    /venda"
