Street,Area,Dorms,Baths,Parking Slots,Condominio,IPTU,Price
Marquês de Abrantes,100.0,2,2,0,600.0,1200.0,1050000.0
Marquês de Abrantes,100.0,3,2,0,870.0,1480.0,1095000.0
Marquês de Abrantes,102.0,3,2,0,730.0,130.0,680000.0
Marquês de Abrantes,100.0,3,2,0,900.0,2200.0,760000.0
Marquês de Abrantes,90.0,2,3,1,1090.0,280.0,750000.0
Marquês de Abrantes,90.0,3,3,1,1820.0,,1295000.0
Marquês de Abrantes,97.0,3,1,1,1150.0,213.0,950000.0
Marquês de Abrantes,95.0,3,2,1,844.0,1928.0,950000.0
Marquês de Abrantes,100.0,3,2,0,900.0,2189.0,780000.0
Marquês de Abrantes,100.0,3,2,1,1050.0,1827.0,849000.0
Marquês de Abrantes,98.0,3,2,0,900.0,1900.0,777000.0
Marquês de Abrantes,89.0,3,2,1,1200.0,1440.0,890000.0
Marquês de Abrantes,94.0,3,3,1,1200.0,3400.0,1490000.0
Marquês de Abrantes,90.0,3,3,1,1800.0,4000.0,1000000.0
Marquês de Abrantes,94.0,3,2,1,1549.0,2415.0,1398000.0
Marquês de Abrantes,92.0,3,3,2,1100.0,2600.0,1100000.0
Marquês de Abrantes,102.0,3,2,1,1450.0,2150.0,1062000.0
Marquês de Abrantes,100.0,3,1,0,900.0,2180.0,779000.0
Marquês de Abrantes,89.0,3,3,1,1300.0,2900.0,1295000.0
Marquês de Abrantes,89.0,2,2,1,1200.0,1800.0,1295000.0
Marquês de Abrantes,93.0,3,1,0,925.0,1610.0,1200000.0
Marquês de Abrantes,90.0,3,2,1,2100.0,2500.0,1000000.0
Marquês de Abrantes,93.0,3,3,0,900.0,1610.0,1200000.0
Marquês de Abrantes,90.0,2,2,0,800.0,1800.0,850000.0
Marquês de Abrantes,87.0,2,1,1,1090.0,2080.0,750000.0
Marquês de Abrantes,92.0,3,2,2,950.0,2726.0,1100000.0
Marquês de Abrantes,100.0,3,2,0,900.0,2100.0,778000.0
Marquês de Abrantes,92.0,3,2,1,900.0,1867.0,950000.0
Marquês de Abrantes,97.0,3,2,1,1070.0,1773.0,949999.0
Marquês de Abrantes,100.0,3,2,0,900.0,2189.0,750000.0
Marquês de Abrantes,92.0,3,1,0,926.0,1108.0,950000.0
Marquês de Abrantes,89.0,3,3,1,1800.0,400.0,1000000.0
Marquês de Abrantes,93.0,3,3,0,800.0,2067.0,1200000.0
Marquês de Abrantes,92.0,3,3,2,1150.0,2166.0,1100000.0
Marquês de Abrantes,100.0,2,2,0,247.0,995.0,900000.0
Marquês de Abrantes,100.0,3,2,0,900.0,218.0,750000.0
Marquês de Abrantes,100.0,3,3,1,1660.0,240.0,1400000.0
Marquês de Abrantes,92.0,3,3,2,935.0,1600.0,1100000.0
Marquês de Abrantes,100.0,2,2,0,935.0,2478.0,899000.0
Marquês de Abrantes,89.0,3,1,1,1800.0,4000.0,1000000.0
Marquês de Abrantes,93.0,2,1,0,830.0,1610.0,750000.0
Marquês de Abrantes,90.0,3,3,1,1790.0,4000.0,1000000.0
Marquês de Abrantes,90.0,3,2,1,2500.0,4050.0,1100000.0
Marquês de Abrantes,87.0,2,3,1,980.0,1845.0,699000.0
Marquês de Abrantes,100.0,3,1,0,850.0,2275.0,800000.0
Marquês de Abrantes,90.0,3,3,1,1100.0,2000.0,1295000.0
Marquês de Abrantes,87.0,2,2,1,1090.0,2080.0,750000.0
Marquês de Abrantes,100.0,3,3,0,1200.0,2200.0,1300000.0
Marquês de Abrantes,89.0,3,3,1,1800.0,4000.0,1000000.0
Marquês de Abrantes,98.0,3,2,1,1300.0,1800.0,1470000.0
Marquês de Abrantes,92.0,3,1,2,1500.0,2474.0,1100000.0
Marquês de Abrantes,90.0,3,3,1,1700.0,250.0,990000.0
Marquês de Abrantes,102.0,3,3,0,802.0,2424.0,869000.0
Marquês de Abrantes,92.0,2,2,0,900.0,1283.0,790000.0
Marquês de Abrantes,90.0,3,2,1,2032.0,,1295000.0
Marquês de Abrantes,90.0,3,2,1,1800.0,400.0,1000000.0
Marquês de Abrantes,94.0,3,2,1,1376.0,2394.0,900000.0
Marquês de Abrantes,92.0,3,2,2,800.0,,1100000.0
Marquês de Abrantes,91.0,3,3,1,2100.0,2564.0,1250000.0
Marquês de Abrantes,100.0,3,1,0,900.0,1850.0,849000.0
Marquês de Abrantes,102.0,3,2,1,1431.0,,895000.0
Marquês de Abrantes,93.0,3,2,0,865.0,1660.0,1190000.0
Marquês de Abrantes,90.0,3,2,1,1800.0,2500.0,1000000.0
Marquês de Abrantes,90.0,3,2,0,750.0,314.0,870000.0
Marquês de Abrantes,102.0,3,1,0,1000.0,222.0,930000.0
Marquês de Abrantes,100.0,3,3,1,1100.0,2000.0,1300000.0
Marquês de Abrantes,98.0,3,3,1,1250.0,3500.0,1400000.0
Marquês de Abrantes,90.0,3,3,1,1550.0,180.0,1050000.0
Marquês de Abrantes,92.0,3,3,2,936.0,1606.0,1100000.0
Marquês de Abrantes,90.0,2,2,0,546.0,2180.0,750000.0
Marquês de Abrantes,90.0,3,2,1,935.0,1941.0,990000.0
Marquês de Abrantes,100.0,3,1,0,1000.0,2030.0,650000.0
Marquês de Abrantes,100.0,3,2,1,1200.0,200.0,950000.0
Marquês de Abrantes,90.0,3,2,2,1000.0,100.0,1198000.0
Marquês de Abrantes,98.0,3,2,1,870.0,1870.0,950000.0
Marquês de Abrantes,90.0,3,3,1,2500.0,4500.0,1150000.0
Marquês de Abrantes,90.0,3,2,1,1800.0,2905.0,1000000.0
Marquês de Abrantes,90.0,2,1,0,729.0,227.0,850000.0
Marquês de Abrantes,97.0,3,2,1,870.0,2137.0,990000.0
Marquês de Abrantes,89.0,3,3,1,1800.0,2400.0,990000.0
Marquês de Abrantes,89.0,3,3,1,1800.0,1300.0,1295000.0
Marquês de Abrantes,94.0,3,3,1,1773.0,215.0,1400000.0
Marquês de Abrantes,90.0,3,3,1,1600.0,1800.0,1000000.0
Marquês de Abrantes,100.0,3,1,1,1300.0,1773.0,950000.0
Marquês de Abrantes,100.0,3,3,2,890.0,,1150000.0
Marquês de Abrantes,90.0,3,2,1,1400.0,2000.0,1350001.0
Marquês de Abrantes,90.0,3,3,1,1800.0,380.0,1200000.0
Marquês de Abrantes,102.0,3,2,1,1340.0,230.0,990000.0
Marquês de Abrantes,90.0,3,3,1,1800.0,1550.0,1000000.0
Marquês de Abrantes,90.0,3,2,1,2445.0,,1100000.0
Marquês de Abrantes,90.0,3,2,1,1800.0,,1295000.0
Marquês de Abrantes,90.0,3,3,1,1800.0,400.0,1000000.0
Marquês de Abrantes,102.0,3,2,0,1793.0,2311.0,1200000.0
Marquês de Abrantes,100.0,3,3,1,950.0,,1400000.0
Marquês de Abrantes,90.0,3,3,1,1700.0,3000.0,995000.0
Marquês de Abrantes,140.0,3,3,0,959.0,329.0,1130000.0
Marquês de Abrantes,113.0,3,3,1,1700.0,2418.0,880000.0
Marquês de Abrantes,120.0,3,2,1,880.0,1200.0,835000.0
Marquês de Abrantes,137.0,3,3,1,1300.0,1893.0,1370000.0
Marquês de Abrantes,107.0,3,1,1,872.0,2521.0,950000.0
Marquês de Abrantes,107.0,3,2,1,872.0,262.0,945000.0
Marquês de Abrantes,140.0,4,2,0,950.0,,1200000.0
Marquês de Abrantes,140.0,3,2,1,1000.0,316.0,1130000.0
Marquês de Abrantes,206.0,4,2,1,1300.0,3288.0,1200000.0
Marquês de Abrantes,120.0,3,3,1,900.0,,1150000.0
Marquês de Abrantes,104.0,3,2,1,870.0,1395.0,1250000.0
Marquês de Abrantes,104.0,3,2,0,730.0,183.0,645000.0
Marquês de Abrantes,123.0,3,2,1,1361.0,238.0,950000.0
Marquês de Abrantes,113.0,3,2,0,912.0,151.0,895000.0
Marquês de Abrantes,106.0,3,3,1,1150.0,2668.0,900000.0
Marquês de Abrantes,107.0,3,3,2,940.0,278.0,1100000.0
Marquês de Abrantes,105.0,3,3,0,1100.0,2054.0,850000.0
Marquês de Abrantes,120.0,2,2,1,1221.0,2776.0,1050000.0
Marquês de Abrantes,110.0,3,3,2,800.0,,970000.0
Marquês de Abrantes,183.0,3,3,0,895.0,3715.0,950000.0
Marquês de Abrantes,130.0,3,3,0,1200.0,2853.0,1150000.0
Marquês de Abrantes,107.0,3,3,0,1377.0,262.0,910000.0
Marquês de Abrantes,205.0,4,3,0,1000.0,420.0,1485000.0
Marquês de Abrantes,110.0,3,3,1,1250.0,2000.0,865000.0
Marquês de Abrantes,107.0,3,3,1,1000.0,262.0,955000.0
Marquês de Abrantes,146.0,3,3,0,1050.0,3359.0,1250000.0
Marquês de Abrantes,120.0,3,2,1,877.0,,847000.0
Marquês de Abrantes,120.0,3,3,1,980.0,2900.0,1050000.0
Marquês de Abrantes,104.0,3,2,0,730.0,183.0,650000.0
Marquês de Abrantes,105.0,3,2,0,1100.0,2000.0,750000.0
Marquês de Abrantes,106.0,3,2,1,807.0,266.0,1200000.0
Marquês de Abrantes,122.0,3,2,1,1300.0,238.0,990000.0
Marquês de Abrantes,183.0,3,3,1,862.0,328.0,1300000.0
Marquês de Abrantes,130.0,3,2,0,1100.0,,840000.0
Marquês de Abrantes,107.0,3,3,1,900.0,2172.0,955000.0
Marquês de Abrantes,106.0,3,3,1,931.0,1427.0,900000.0
Marquês de Abrantes,150.0,3,3,0,1007.0,425.0,1300000.0
Marquês de Abrantes,104.0,3,2,0,1205.0,,1300000.0
Marquês de Abrantes,130.0,3,2,0,1100.0,308.0,940000.0
Marquês de Abrantes,108.0,3,2,1,1200.0,180.0,790000.0
Marquês de Abrantes,120.0,3,2,1,1394.0,2450.0,1050000.0
Marquês de Abrantes,104.0,3,3,1,1306.0,247.0,820000.0
Marquês de Abrantes,120.0,3,2,0,1100.0,277.0,1260000.0
Marquês de Abrantes,130.0,3,2,0,700.0,2000.0,1100000.0
Marquês de Abrantes,227.0,7,5,2,1500.0,3788.0,2200000.0
Marquês de Abrantes,123.0,3,3,1,1277.0,2403.0,1250000.0
Marquês de Abrantes,120.0,3,2,0,1100.0,2770.0,1200000.0
Marquês de Abrantes,104.0,3,3,1,1200.0,2463.0,820000.0
Marquês de Abrantes,130.0,3,2,1,1298.0,,850000.0
Marquês de Abrantes,104.0,3,2,0,820.0,250.0,645000.0
Marquês de Abrantes,106.0,3,5,0,870.0,1886.0,870000.0
Marquês de Abrantes,114.0,3,2,0,800.0,2213.0,1100000.0
Marquês de Abrantes,151.0,3,3,1,1073.0,142.0,1700000.0
Marquês de Abrantes,104.0,3,2,0,840.0,139.0,1100000.0
Marquês de Abrantes,145.0,4,4,1,800.0,1807.0,1400000.0
Marquês de Abrantes,107.0,3,3,1,872.0,2521.0,950000.0
Marquês de Abrantes,202.0,4,3,1,1000.0,4377.0,1890000.0
Marquês de Abrantes,150.0,4,3,0,950.0,329.0,1130000.0
Marquês de Abrantes,123.0,3,3,1,1400.0,2000.0,990000.0
Marquês de Abrantes,110.0,3,3,1,1250.0,2000.0,845000.0
Marquês de Abrantes,110.0,3,2,1,872.0,2521.0,949000.0
Marquês de Abrantes,201.0,4,3,0,990.0,4357.0,1500000.0
Marquês de Abrantes,220.0,4,3,1,1400.0,4380.0,2300000.0
Marquês de Abrantes,110.0,3,2,1,1200.0,2225.0,900000.0
Marquês de Abrantes,124.0,3,3,0,970.0,2403.0,1050000.0
Marquês de Abrantes,120.0,3,2,1,877.0,,895000.0
Marquês de Abrantes,183.0,3,3,0,1100.0,3800.0,980000.0
Marquês de Abrantes,110.0,3,1,1,1321.0,223.0,900000.0
Marquês de Abrantes,104.0,3,2,0,870.0,1395.0,1100000.0
Marquês de Abrantes,125.0,3,3,1,1642.0,2777.0,950000.0
Marquês de Abrantes,183.0,3,3,0,1180.0,4006.0,950000.0
Marquês de Abrantes,146.0,3,3,0,1050.0,3500.0,1250000.0
Marquês de Abrantes,111.0,3,3,0,826.0,1965.0,1022000.0
Marquês de Abrantes,120.0,3,2,2,935.0,272.0,1100000.0
Marquês de Abrantes,115.0,3,3,2,800.0,2600.0,900000.0
Marquês de Abrantes,106.0,3,3,0,880.0,2385.0,890000.0
Marquês de Abrantes,120.0,3,3,0,900.0,1868.0,800000.0
Marquês de Abrantes,125.0,3,3,1,1642.0,2442.0,1100000.0
Marquês de Abrantes,201.0,4,2,0,1000.0,1976.0,1489000.0
Marquês de Abrantes,120.0,3,3,1,1200.0,1900.0,1290000.0
Marquês de Abrantes,120.0,3,3,1,1200.0,2884.0,1060000.0
Marquês de Abrantes,183.0,5,3,1,1500.0,4575.0,1980000.0
Marquês de Abrantes,106.0,3,2,0,937.0,2295.0,890000.0
Marquês de Abrantes,120.0,3,2,0,1100.0,3080.0,940000.0
Marquês de Abrantes,110.0,3,1,1,970.0,1100.0,1140000.0
Marquês de Abrantes,183.0,4,3,1,1546.0,4575.0,1980000.0
Marquês de Abrantes,200.0,4,2,0,1100.0,452.0,1500000.0
Marquês de Abrantes,135.0,4,2,1,1250.0,1523.0,1350000.0
Marquês de Abrantes,120.0,3,3,1,1286.0,232.0,1060000.0
Marquês de Abrantes,120.0,3,2,1,1300.0,2600.0,1500000.0
Marquês de Abrantes,130.0,3,1,0,1100.0,3300.0,850000.0
Marquês de Abrantes,108.0,3,2,1,890.0,2225.0,1200000.0
Marquês de Abrantes,120.0,3,3,1,1200.0,1900.0,1220000.0
Marquês de Abrantes,151.0,3,3,1,730.0,3854.0,1800000.0
Marquês de Abrantes,120.0,3,1,0,800.0,1868.0,849000.0
Marquês de Abrantes,120.0,3,2,0,1500.0,300.0,690000.0
Marquês de Abrantes,252.0,4,4,1,3243.0,612.0,1700000.0
Marquês de Abrantes,252.0,4,4,1,2900.0,5900.0,1550000.0
Marquês de Abrantes,110.0,3,3,1,875.0,2500.0,1165000.0
Marquês de Abrantes,170.0,3,4,1,1100.0,2822.0,2500000.0
Marquês de Abrantes,135.0,3,3,1,1600.0,2442.0,1098000.0
Marquês de Abrantes,107.0,3,1,0,970.0,231.0,1100000.0
Marquês de Abrantes,113.0,2,3,1,1100.0,1987.0,880000.0
Marquês de Abrantes,127.0,2,2,1,900.0,258.0,1250000.0
Marquês de Abrantes,252.0,4,4,1,2900.0,5702.0,1600000.0
Marquês de Abrantes,107.0,3,2,1,990.0,1707.0,945000.0
Marquês de Abrantes,125.0,3,3,1,1000.0,1800.0,1449000.0
Marquês de Abrantes,115.0,3,2,0,680.0,,900000.0
Marquês de Abrantes,120.0,2,2,1,1200.0,2780.0,1049000.0
Marquês de Abrantes,149.0,3,2,0,750.0,2987.0,1100000.0
Marquês de Abrantes,117.0,3,2,0,950.0,1901.0,1000000.0
Marquês de Abrantes,120.0,3,3,1,1500.0,2776.0,1049000.0
Marquês de Abrantes,115.0,3,2,0,900.0,9000.0,989000.0
Marquês de Abrantes,125.0,3,3,0,1642.0,2777.0,950000.0
Marquês de Abrantes,117.0,3,2,1,1489.0,2225.0,1100000.0
Marquês de Abrantes,120.0,3,3,1,1200.0,2884.0,1260000.0
Marquês de Abrantes,110.0,3,3,0,870.0,1680.0,1240000.0
Marquês de Abrantes,130.0,3,2,0,1100.0,303.0,850000.0
Marquês de Abrantes,183.0,3,3,0,995.0,4254.0,1300000.0
Marquês de Abrantes,120.0,3,3,1,1246.0,2776.0,1200000.0
Marquês de Abrantes,183.0,3,3,0,1000.0,4100.0,940000.0
Marquês de Abrantes,210.0,4,3,0,850.0,230.0,1540000.0
Marquês de Abrantes,107.0,3,2,0,1295.0,1200.0,830000.0
Marquês de Abrantes,201.0,4,2,0,1000.0,358.0,1500000.0
Marquês de Abrantes,108.0,2,2,0,740.0,,1200000.0
Marquês de Abrantes,120.0,3,2,1,1011.0,9000.0,1543000.0
Marquês de Abrantes,120.0,3,3,0,1100.0,1770.0,1200000.0
Marquês de Abrantes,120.0,3,1,0,1000.0,2884.0,1200000.0
Marquês de Abrantes,110.0,3,2,0,1793.0,2225.0,1200000.0
Marquês de Abrantes,161.0,3,3,0,624.0,2309.0,1600000.0
Marquês de Abrantes,125.0,3,1,1,1000.0,2000.0,949000.0
Marquês de Abrantes,252.0,4,5,1,2980.0,5901.0,1700000.0
Marquês de Abrantes,252.0,4,4,1,2980.0,480.0,1700000.0
Marquês de Abrantes,252.0,4,4,1,2900.0,6132.0,1600000.0
Marquês de Abrantes,118.0,3,2,1,1500.0,970.0,890000.0
Marquês de Abrantes,104.0,3,2,0,730.0,1830.0,650000.0
Marquês de Abrantes,110.0,3,2,1,1400.0,200.0,850000.0
Marquês de Abrantes,110.0,3,3,1,1070.0,2604.0,945000.0
Marquês de Abrantes,104.0,3,2,0,730.0,1830.0,648000.0
Marquês de Abrantes,108.0,3,2,1,1100.0,2076.0,790000.0
Marquês de Abrantes,120.0,2,2,1,1000.0,,890000.0
Marquês de Abrantes,115.0,3,1,1,877.0,1100.0,749000.0
Marquês de Paraná,77.0,2,1,1,930.0,180.0,730000.0
Marquês de Paraná,44.0,2,1,0,552.0,79.0,510000.0
Marquês de Paraná,44.0,1,2,0,497.0,345.0,510000.0
Marquês de Paraná,65.0,2,2,0,478.0,1544.0,580000.0
Marquês de Paraná,127.0,3,3,0,1038.0,2824.0,900000.0
Marquês de Paraná,63.0,2,2,0,478.0,1544.0,650000.0
Marquês de Paraná,76.0,2,1,0,540.0,162.0,690000.0
Marquês de Paraná,78.0,2,2,1,814.0,125.0,676000.0
Marquês de Paraná,57.0,2,2,0,645.0,1147.0,570000.0
Marquês de Paraná,57.0,2,2,0,645.0,1147.0,630000.0
Marquês de Paraná,57.0,2,2,0,640.0,900.0,650000.0
Marquês de Paraná,57.0,2,2,0,645.0,1147.0,600000.0
Marquês de Paraná,85.0,2,2,0,1200.0,200.0,650000.0
Marquês de Paraná,90.0,2,2,0,1200.0,1266.0,650000.0
Marquês de Paraná,53.0,1,2,1,681.0,1042.0,590000.0
Marquês de Paraná,57.0,2,2,0,645.0,1150.0,600000.0
Marquês de Paraná,130.0,3,3,0,1020.0,2934.0,900000.0
Marquês de Paraná,84.0,2,2,1,1300.0,169.0,650000.0
Marquês de Paraná,52.0,2,1,0,700.0,1127.0,645000.0
Marquês de Paraná,90.0,2,2,0,1200.0,1100.0,600000.0
Marquês de Paraná,44.0,1,1,0,560.0,829.0,508000.0
Marquês de Paraná,121.0,3,3,0,1038.0,293.0,1000000.0
Marquês de Paraná,78.0,2,2,1,930.0,,730000.0
Marquês de Paraná,90.0,2,1,0,1100.0,1700.0,650000.0
Marquês de Paraná,90.0,2,2,0,1200.0,2000.0,590000.0
Marquês de Paraná,84.0,2,1,0,1281.0,1640.0,650000.0
Marquês de Paraná,120.0,3,2,0,1250.0,2500.0,1100000.0
Marquês de Paraná,46.0,2,1,0,560.0,829.0,540000.0
Oswaldo Cruz,97.0,2,2,1,990.0,329.0,1400000.0
Oswaldo Cruz,95.0,3,3,1,863.0,1600.0,845000.0
Oswaldo Cruz,51.0,2,1,0,800.0,,256000.0
Oswaldo Cruz,75.0,2,2,0,680.0,1450.0,555000.0
Oswaldo Cruz,70.0,2,2,0,580.0,181.0,700000.0
Oswaldo Cruz,70.0,2,1,1,650.0,130.0,560000.0
Oswaldo Cruz,90.0,2,3,1,780.0,2300.0,890000.0
Oswaldo Cruz,80.0,2,2,1,1060.0,250.0,860000.0
Oswaldo Cruz,80.0,2,2,0,577.0,200.0,650000.0
Oswaldo Cruz,75.0,2,2,0,635.0,1900.0,555000.0
Oswaldo Cruz,40.0,1,1,0,400.0,242.0,550000.0
Oswaldo Cruz,72.0,2,2,0,575.0,1223.0,795000.0
Oswaldo Cruz,84.0,2,2,0,643.0,214.0,680000.0
Oswaldo Cruz,84.0,2,2,0,577.0,125.0,690000.0
Oswaldo Cruz,65.0,1,2,0,500.0,170.0,550000.0
Oswaldo Cruz,75.0,2,1,0,577.0,117.0,640000.0
Oswaldo Cruz,70.0,2,1,0,577.0,180.0,780000.0
Oswaldo Cruz,72.0,2,1,0,577.0,1200.0,640000.0
Oswaldo Cruz,98.0,2,4,1,750.0,292.0,880000.0
Oswaldo Cruz,62.0,1,1,1,791.0,2129.0,740000.0
Oswaldo Cruz,97.0,2,3,1,1020.0,337.0,1600000.0
Oswaldo Cruz,96.0,2,1,1,826.0,2724.0,890000.0
Oswaldo Cruz,88.0,2,2,1,1200.0,200.0,750000.0
Oswaldo Cruz,51.0,2,2,1,700.0,1180.0,740000.0
Oswaldo Cruz,96.0,2,3,1,600.0,,1000000.0
Oswaldo Cruz,96.0,2,1,1,825.0,286.0,890000.0
Oswaldo Cruz,88.0,2,3,1,680.0,1289.0,890000.0
Oswaldo Cruz,70.0,2,1,0,577.0,250.0,640000.0
Oswaldo Cruz,50.0,1,1,0,470.0,232.0,540000.0
Oswaldo Cruz,64.0,1,1,1,686.0,217.0,800000.0
Oswaldo Cruz,90.0,3,1,1,863.0,1600.0,900000.0
Oswaldo Cruz,96.0,2,3,1,800.0,2858.0,880000.0
Oswaldo Cruz,51.0,1,1,1,594.0,85.0,650000.0
Oswaldo Cruz,84.0,2,2,0,630.0,222.0,690000.0
Oswaldo Cruz,43.0,1,1,0,498.0,100.0,444000.0
Oswaldo Cruz,43.0,1,1,0,650.0,105.0,460000.0
Oswaldo Cruz,72.0,2,2,0,662.0,1987.0,560000.0
Oswaldo Cruz,97.0,3,1,1,1279.0,260.0,850000.0
Oswaldo Cruz,80.0,1,2,1,1060.0,244.0,870000.0
Oswaldo Cruz,96.0,2,1,1,750.0,1800.0,1150000.0
Oswaldo Cruz,80.0,2,2,0,900.0,2243.0,849000.0
Oswaldo Cruz,38.0,1,1,0,363.0,692.0,527000.0
Oswaldo Cruz,84.0,2,2,0,577.0,125.0,680000.0
Oswaldo Cruz,97.0,3,2,1,1172.0,200.0,850000.0
Oswaldo Cruz,70.0,2,1,0,577.0,2400.0,640000.0
Oswaldo Cruz,96.0,2,2,1,735.0,285.0,995000.0
Oswaldo Cruz,90.0,2,2,1,1210.0,250.0,850000.0
Oswaldo Cruz,45.0,1,1,0,520.0,900.0,450000.0
Oswaldo Cruz,100.0,3,2,1,1172.0,200.0,719000.0
Oswaldo Cruz,96.0,2,2,1,750.0,2920.0,880000.0
Oswaldo Cruz,96.0,2,2,1,800.0,2929.0,890000.0
Oswaldo Cruz,88.0,2,3,1,710.0,1600.0,889000.0
Oswaldo Cruz,59.0,1,2,1,530.0,199.0,800000.0
Oswaldo Cruz,88.0,2,2,1,1210.0,2519.0,850000.0
Oswaldo Cruz,96.0,2,2,1,750.0,2858.0,1000000.0
Oswaldo Cruz,88.0,1,1,1,770.0,2526.0,890000.0
Oswaldo Cruz,90.0,2,3,1,680.0,,890000.0
Oswaldo Cruz,80.0,2,2,0,900.0,1081.0,830000.0
Oswaldo Cruz,58.0,1,2,1,700.0,1797.0,950000.0
Oswaldo Cruz,100.0,3,3,1,1170.0,2200.0,720000.0
Oswaldo Cruz,88.0,2,1,1,685.0,1613.0,890000.0
Oswaldo Cruz,43.0,1,1,0,467.0,945.0,444000.0
Oswaldo Cruz,84.0,2,2,0,592.0,1800.0,690000.0
Oswaldo Cruz,90.0,2,3,1,712.0,1289.0,890000.0
Oswaldo Cruz,96.0,2,3,1,750.0,292.0,880000.0
Oswaldo Cruz,96.0,2,3,1,720.0,2345.0,1000000.0
Oswaldo Cruz,80.0,2,2,0,900.0,761.0,835000.0
Oswaldo Cruz,55.0,1,1,0,480.0,975.0,530000.0
Oswaldo Cruz,50.0,1,1,0,462.0,1013.0,630000.0
Oswaldo Cruz,38.0,1,1,0,400.0,242.0,529000.0
Oswaldo Cruz,45.0,1,1,0,630.0,1016.0,445000.0
Oswaldo Cruz,80.0,2,1,1,900.0,224.0,795000.0
Oswaldo Cruz,84.0,2,2,0,629.0,214.0,690000.0
Oswaldo Cruz,80.0,2,2,1,1060.0,2000.0,850000.0
